layer,level,class,id,metric,value,title
1,landscape,NA,NA,ed,5633.423180592992,1034 11
1,landscape,NA,NA,shdi,1.1506060813765486,1034 11
1,landscape,NA,NA,contag,53.61819474558453,1034 12
1,landscape,NA,NA,ed,3968.668407310702,1034 12
1,landscape,NA,NA,shdi,0.7764224596411317,1034 12
1,landscape,NA,NA,contag,71.35683366941852,1035 1
1,landscape,NA,NA,ed,1796.1165048543692,1035 1
1,landscape,NA,NA,shdi,0.674911479318586,1035 1
1,landscape,NA,NA,contag,86.11509040852015,1035 2
1,landscape,NA,NA,ed,450,1035 2
1,landscape,NA,NA,shdi,0.11690684913753106,1035 2
1,landscape,NA,NA,contag,NA,1035 3
1,landscape,NA,NA,ed,NA,1035 3
1,landscape,NA,NA,shdi,NA,1035 3
1,landscape,NA,NA,contag,NA,1035 4
1,landscape,NA,NA,ed,NA,1035 4
1,landscape,NA,NA,shdi,NA,1035 4
1,landscape,NA,NA,contag,88.1074713649394,1035 5
1,landscape,NA,NA,ed,454.5454545454545,1035 5
1,landscape,NA,NA,shdi,0.18490739916777568,1035 5
1,landscape,NA,NA,contag,NA,1035 6
1,landscape,NA,NA,ed,NA,1035 6
1,landscape,NA,NA,shdi,NA,1035 6
1,landscape,NA,NA,contag,NA,1035 7
1,landscape,NA,NA,ed,NA,1035 7
1,landscape,NA,NA,shdi,NA,1035 7
1,landscape,NA,NA,contag,NA,1035 8
1,landscape,NA,NA,ed,NA,1035 8
1,landscape,NA,NA,shdi,NA,1035 8
1,landscape,NA,NA,contag,NA,1035 9
1,landscape,NA,NA,ed,NA,1035 9
1,landscape,NA,NA,shdi,NA,1035 9
1,landscape,NA,NA,contag,NA,1035 10
1,landscape,NA,NA,ed,NA,1035 10
1,landscape,NA,NA,shdi,NA,1035 10
1,landscape,NA,NA,contag,NA,1035 11
1,landscape,NA,NA,ed,NA,1035 11
1,landscape,NA,NA,shdi,NA,1035 11
1,landscape,NA,NA,contag,NA,1035 12
1,landscape,NA,NA,ed,NA,1035 12
1,landscape,NA,NA,shdi,NA,1035 12
1,landscape,NA,NA,contag,18.684687526937505,1036 1
1,landscape,NA,NA,ed,7325.000000000001,1036 1
1,landscape,NA,NA,shdi,1.3062665121008235,1036 1
1,landscape,NA,NA,contag,74.15231931793139,1036 2
1,landscape,NA,NA,ed,1849.999999999999,1036 2
1,landscape,NA,NA,shdi,0.47019094710668563,1036 2
1,landscape,NA,NA,contag,NA,1036 3
1,landscape,NA,NA,ed,0,1036 3
1,landscape,NA,NA,shdi,0,1036 3
1,landscape,NA,NA,contag,93.2311469788934,1036 4
1,landscape,NA,NA,ed,449.9999999999999,1036 4
1,landscape,NA,NA,shdi,0.1369523129511145,1036 4
1,landscape,NA,NA,contag,65.8066786096205,1036 5
1,landscape,NA,NA,ed,1500,1036 5
1,landscape,NA,NA,shdi,0.6919394882436976,1036 5
1,landscape,NA,NA,contag,85.36656528646736,1036 6
1,landscape,NA,NA,ed,1100,1036 6
1,landscape,NA,NA,shdi,0.23288703087104037,1036 6
1,landscape,NA,NA,contag,NA,1036 7
1,landscape,NA,NA,ed,NA,1036 7
1,landscape,NA,NA,shdi,NA,1036 7
1,landscape,NA,NA,contag,NA,1036 8
1,landscape,NA,NA,ed,NA,1036 8
1,landscape,NA,NA,shdi,NA,1036 8
1,landscape,NA,NA,contag,22.229616740182756,1036 9
1,landscape,NA,NA,ed,6724.999999999996,1036 9
1,landscape,NA,NA,shdi,1.2442338825086217,1036 9
1,landscape,NA,NA,contag,NA,1036 10
1,landscape,NA,NA,ed,NA,1036 10
1,landscape,NA,NA,shdi,NA,1036 10
1,landscape,NA,NA,contag,28.758106979304376,1036 11
1,landscape,NA,NA,ed,6349.999999999999,1036 11
1,landscape,NA,NA,shdi,1.165247709688968,1036 11
1,landscape,NA,NA,contag,14.590981622221811,1036 12
1,landscape,NA,NA,ed,7037.0370370370365,1036 12
1,landscape,NA,NA,shdi,1.3673623828778028,1036 12
1,landscape,NA,NA,contag,NA,1037 1
1,landscape,NA,NA,ed,NA,1037 1
1,landscape,NA,NA,shdi,NA,1037 1
1,landscape,NA,NA,contag,NA,1037 2
1,landscape,NA,NA,ed,NA,1037 2
1,landscape,NA,NA,shdi,NA,1037 2
1,landscape,NA,NA,contag,90.60734682137183,1037 3
1,landscape,NA,NA,ed,500,1037 3
1,landscape,NA,NA,shdi,0.18792552218974232,1037 3
1,landscape,NA,NA,contag,NA,1037 4
1,landscape,NA,NA,ed,0,1037 4
1,landscape,NA,NA,shdi,0,1037 4
1,landscape,NA,NA,contag,NA,1037 5
1,landscape,NA,NA,ed,NA,1037 5
1,landscape,NA,NA,shdi,NA,1037 5
1,landscape,NA,NA,contag,NA,1037 6
1,landscape,NA,NA,ed,0,1037 6
1,landscape,NA,NA,shdi,0,1037 6
1,landscape,NA,NA,contag,NA,1037 7
1,landscape,NA,NA,ed,NA,1037 7
1,landscape,NA,NA,shdi,NA,1037 7
1,landscape,NA,NA,contag,NA,1037 8
1,landscape,NA,NA,ed,0,1037 8
1,landscape,NA,NA,shdi,0,1037 8
1,landscape,NA,NA,contag,82.9364614694584,1037 9
1,landscape,NA,NA,ed,949.9999999999998,1037 9
1,landscape,NA,NA,shdi,0.22071089614387862,1037 9
1,landscape,NA,NA,contag,NA,1037 10
1,landscape,NA,NA,ed,NA,1037 10
1,landscape,NA,NA,shdi,NA,1037 10
1,landscape,NA,NA,contag,NA,1037 11
1,landscape,NA,NA,ed,NA,1037 11
1,landscape,NA,NA,shdi,NA,1037 11
1,landscape,NA,NA,contag,67.76829946361556,1037 12
1,landscape,NA,NA,ed,2524.999999999997,1037 12
1,landscape,NA,NA,shdi,0.5242380832571208,1037 12
1,landscape,NA,NA,contag,NA,1038 1
1,landscape,NA,NA,ed,NA,1038 1
1,landscape,NA,NA,shdi,NA,1038 1
1,landscape,NA,NA,contag,24.880283506904334,1038 2
1,landscape,NA,NA,ed,7308.868501529055,1038 2
1,landscape,NA,NA,shdi,1.1308204278988476,1038 2
1,landscape,NA,NA,contag,6.915259817767594,1038 3
1,landscape,NA,NA,ed,10125.000000000002,1038 3
1,landscape,NA,NA,shdi,1.3709990443156133,1038 3
1,landscape,NA,NA,contag,7.1048068008072836,1038 4
1,landscape,NA,NA,ed,10375,1038 4
1,landscape,NA,NA,shdi,1.345233225868194,1038 4
1,landscape,NA,NA,contag,NA,1038 5
1,landscape,NA,NA,ed,NA,1038 5
1,landscape,NA,NA,shdi,NA,1038 5
1,landscape,NA,NA,contag,48.51121542492866,1038 6
1,landscape,NA,NA,ed,3891.2133891213402,1038 6
1,landscape,NA,NA,shdi,0.9235574103518016,1038 6
1,landscape,NA,NA,contag,NA,1038 7
1,landscape,NA,NA,ed,NA,1038 7
1,landscape,NA,NA,shdi,NA,1038 7
1,landscape,NA,NA,contag,16.900260646407304,1038 8
1,landscape,NA,NA,ed,7944.7852760736205,1038 8
1,landscape,NA,NA,shdi,1.31369688243486,1038 8
1,landscape,NA,NA,contag,NA,1038 9
1,landscape,NA,NA,ed,0,1038 9
1,landscape,NA,NA,shdi,0,1038 9
1,landscape,NA,NA,contag,32.77798929334524,1038 10
1,landscape,NA,NA,ed,5550,1038 10
1,landscape,NA,NA,shdi,1.1245557504518786,1038 10
1,landscape,NA,NA,contag,27.628618521778137,1038 11
1,landscape,NA,NA,ed,6174.999999999999,1038 11
1,landscape,NA,NA,shdi,1.4384989677272513,1038 11
1,landscape,NA,NA,contag,42.63575767749644,1038 12
1,landscape,NA,NA,ed,4899.999999999997,1038 12
1,landscape,NA,NA,shdi,0.9259704533194517,1038 12
1,landscape,NA,NA,contag,24.67836409889088,1039 1
1,landscape,NA,NA,ed,5425.531914893617,1039 1
1,landscape,NA,NA,shdi,0.95434763552128965,1039 1
1,landscape,NA,NA,contag,87.28331989324177,1039 2
1,landscape,NA,NA,ed,874.9999999999995,1039 2
1,landscape,NA,NA,shdi,0.23281723299793333,1039 2
1,landscape,NA,NA,contag,NA,1039 3
1,landscape,NA,NA,ed,0,1039 3
1,landscape,NA,NA,shdi,0,1039 3
1,landscape,NA,NA,contag,25.335204903364016,1039 4
1,landscape,NA,NA,ed,8312.342569269524,1039 4
1,landscape,NA,NA,shdi,1.334040716980914,1039 4
1,landscape,NA,NA,contag,75.9306271552954,1039 5
1,landscape,NA,NA,ed,1274.9999999999998,1039 5
1,landscape,NA,NA,shdi,0.3340647943288434,1039 5
1,landscape,NA,NA,contag,59.61318190269229,1039 6
1,landscape,NA,NA,ed,2649.9999999999995,1039 6
1,landscape,NA,NA,shdi,0.7267419855467137,1039 6
1,landscape,NA,NA,contag,25.231548661858717,1039 7
1,landscape,NA,NA,ed,6065.162907268169,1039 7
1,landscape,NA,NA,shdi,1.2294257600304364,1039 7
1,landscape,NA,NA,contag,97.36611910392175,1039 8
1,landscape,NA,NA,ed,99.99999999999999,1039 8
1,landscape,NA,NA,shdi,0.017475533760343134,1039 8
1,landscape,NA,NA,contag,61.43168668753272,1039 9
1,landscape,NA,NA,ed,2957.393483709271,1039 9
1,landscape,NA,NA,shdi,0.662777464281647,1039 9
1,landscape,NA,NA,contag,49.552951035335845,1039 10
1,landscape,NA,NA,ed,4025.0000000000005,1039 10
1,landscape,NA,NA,shdi,1.0186382802287066,1039 10
1,landscape,NA,NA,contag,83.75099113310623,1039 11
1,landscape,NA,NA,ed,1049.9999999999998,1039 11
1,landscape,NA,NA,shdi,0.200881413194472,1039 11
1,landscape,NA,NA,contag,30.195669431414217,1039 12
1,landscape,NA,NA,ed,6095.717884130986,1039 12
1,landscape,NA,NA,shdi,1.109350143324128,1039 12
1,landscape,NA,NA,contag,13.773289552720636,1040 1
1,landscape,NA,NA,ed,6879.432624113476,1040 1
1,landscape,NA,NA,shdi,1.3716094977773143,1040 1
1,landscape,NA,NA,contag,16.104532114784153,1040 2
1,landscape,NA,NA,ed,9025,1040 2
1,landscape,NA,NA,shdi,1.2223618636144362,1040 2
1,landscape,NA,NA,contag,24.39447760658404,1040 3
1,landscape,NA,NA,ed,6349.999999999999,1040 3
1,landscape,NA,NA,shdi,1.250959883057118,1040 3
1,landscape,NA,NA,contag,31.97802537714063,1040 4
1,landscape,NA,NA,ed,6561.679790026247,1040 4
1,landscape,NA,NA,shdi,1.1113295930633338,1040 4
1,landscape,NA,NA,contag,47.82856946813673,1040 5
1,landscape,NA,NA,ed,3824.9999999999973,1040 5
1,landscape,NA,NA,shdi,0.8915681818959666,1040 5
1,landscape,NA,NA,contag,15.304362767889002,1040 6
1,landscape,NA,NA,ed,7900.000000000003,1040 6
1,landscape,NA,NA,shdi,1.3312519321581007,1040 6
1,landscape,NA,NA,contag,67.70913506956529,1040 7
1,landscape,NA,NA,ed,2299.999999999999,1040 7
1,landscape,NA,NA,shdi,0.5933186456664402,1040 7
1,landscape,NA,NA,contag,29.06612549541454,1040 8
1,landscape,NA,NA,ed,6070.460704607049,1040 8
1,landscape,NA,NA,shdi,1.402867211034898,1040 8
1,landscape,NA,NA,contag,95.72786354531428,1040 9
1,landscape,NA,NA,ed,137.7410468319559,1040 9
1,landscape,NA,NA,shdi,0.04786485027570382,1040 9
1,landscape,NA,NA,contag,40.515552035959345,1040 10
1,landscape,NA,NA,ed,5076.923076923076,1040 10
1,landscape,NA,NA,shdi,0.93144473185295,1040 10
1,landscape,NA,NA,contag,54.4691725677303,1040 11
1,landscape,NA,NA,ed,2599.9999999999986,1040 11
1,landscape,NA,NA,shdi,0.6076838781948048,1040 11
1,landscape,NA,NA,contag,72.15389561137887,1040 12
1,landscape,NA,NA,ed,2144.84679665738,1040 12
1,landscape,NA,NA,shdi,0.47795392675908,1040 12
1,landscape,NA,NA,contag,NA,1041 1
1,landscape,NA,NA,ed,0,1041 1
1,landscape,NA,NA,shdi,0,1041 1
1,landscape,NA,NA,contag,97.36611910392175,1041 2
1,landscape,NA,NA,ed,99.99999999999999,1041 2
1,landscape,NA,NA,shdi,0.017475533760343134,1041 2
1,landscape,NA,NA,contag,NA,1041 3
1,landscape,NA,NA,ed,0,1041 3
1,landscape,NA,NA,shdi,0,1041 3
1,landscape,NA,NA,contag,NA,1041 4
1,landscape,NA,NA,ed,0,1041 4
1,landscape,NA,NA,shdi,0,1041 4
1,landscape,NA,NA,contag,NA,1041 5
1,landscape,NA,NA,ed,0,1041 5
1,landscape,NA,NA,shdi,0,1041 5
1,landscape,NA,NA,contag,NA,1041 6
1,landscape,NA,NA,ed,0,1041 6
1,landscape,NA,NA,shdi,0,1041 6
1,landscape,NA,NA,contag,43.42752419569873,1041 7
1,landscape,NA,NA,ed,5249.999999999996,1041 7
1,landscape,NA,NA,shdi,0.8713150831832743,1041 7
1,landscape,NA,NA,contag,NA,1041 8
1,landscape,NA,NA,ed,0,1041 8
1,landscape,NA,NA,shdi,0,1041 8
1,landscape,NA,NA,contag,NA,1041 9
1,landscape,NA,NA,ed,0,1041 9
1,landscape,NA,NA,shdi,0,1041 9
1,landscape,NA,NA,contag,35.05497457386502,1041 10
1,landscape,NA,NA,ed,4425,1041 10
1,landscape,NA,NA,shdi,1.160973644378202,1041 10
1,landscape,NA,NA,contag,NA,1041 11
1,landscape,NA,NA,ed,0,1041 11
1,landscape,NA,NA,shdi,0,1041 11
1,landscape,NA,NA,contag,84.7027425664831,1041 12
1,landscape,NA,NA,ed,550,1041 12
1,landscape,NA,NA,shdi,0.2585188984116328,1041 12
1,landscape,NA,NA,contag,18.596566075822395,1046 1
1,landscape,NA,NA,ed,6562.5,1046 1
1,landscape,NA,NA,shdi,0.9958003012437987,1046 1
1,landscape,NA,NA,contag,25.078293189484924,1046 2
1,landscape,NA,NA,ed,6177.215189873419,1046 2
1,landscape,NA,NA,shdi,1.2659847273087874,1046 2
1,landscape,NA,NA,contag,25.769202435472916,1046 3
1,landscape,NA,NA,ed,5473.684210526317,1046 3
1,landscape,NA,NA,shdi,1.2742874335659031,1046 3
1,landscape,NA,NA,contag,22.86663253483747,1046 4
1,landscape,NA,NA,ed,6475,1046 4
1,landscape,NA,NA,shdi,1.2690427866078908,1046 4
1,landscape,NA,NA,contag,40.348391639036066,1046 5
1,landscape,NA,NA,ed,5424.999999999997,1046 5
1,landscape,NA,NA,shdi,1.1379122876514498,1046 5
1,landscape,NA,NA,contag,46.502473034613224,1046 6
1,landscape,NA,NA,ed,4232.804232804232,1046 6
1,landscape,NA,NA,shdi,0.9326696374075092,1046 6
1,landscape,NA,NA,contag,27.939178479697247,1046 7
1,landscape,NA,NA,ed,7378.378378378377,1046 7
1,landscape,NA,NA,shdi,1.1057671131175244,1046 7
1,landscape,NA,NA,contag,56.09424564464574,1046 8
1,landscape,NA,NA,ed,3474.999999999998,1046 8
1,landscape,NA,NA,shdi,0.7374814500284546,1046 8
1,landscape,NA,NA,contag,37.01684655692233,1046 9
1,landscape,NA,NA,ed,4873.737373737371,1046 9
1,landscape,NA,NA,shdi,1.0702680595457525,1046 9
1,landscape,NA,NA,contag,23.832208594020276,1046 10
1,landscape,NA,NA,ed,7831.978319783193,1046 10
1,landscape,NA,NA,shdi,1.3829319741744648,1046 10
1,landscape,NA,NA,contag,37.48811871362969,1046 11
1,landscape,NA,NA,ed,5558.583106267029,1046 11
1,landscape,NA,NA,shdi,1.0016906090405167,1046 11
1,landscape,NA,NA,contag,28.917955649538186,1046 12
1,landscape,NA,NA,ed,5626.5984654731465,1046 12
1,landscape,NA,NA,shdi,1.198748651211245,1046 12
1,landscape,NA,NA,contag,NA,1047 1
1,landscape,NA,NA,ed,NA,1047 1
1,landscape,NA,NA,shdi,NA,1047 1
1,landscape,NA,NA,contag,16.03328435436604,1047 2
1,landscape,NA,NA,ed,8131.868131868131,1047 2
1,landscape,NA,NA,shdi,1.218870785694204,1047 2
1,landscape,NA,NA,contag,NA,1047 3
1,landscape,NA,NA,ed,NA,1047 3
1,landscape,NA,NA,shdi,NA,1047 3
1,landscape,NA,NA,contag,NA,1047 4
1,landscape,NA,NA,ed,NA,1047 4
1,landscape,NA,NA,shdi,NA,1047 4
1,landscape,NA,NA,contag,42.062387873440166,1047 5
1,landscape,NA,NA,ed,5239.36170212766,1047 5
1,landscape,NA,NA,shdi,0.9221103895050586,1047 5
1,landscape,NA,NA,contag,NA,1047 6
1,landscape,NA,NA,ed,NA,1047 6
1,landscape,NA,NA,shdi,NA,1047 6
1,landscape,NA,NA,contag,23.517742056349576,1047 7
1,landscape,NA,NA,ed,6698.71794871795,1047 7
1,landscape,NA,NA,shdi,1.2365280174181006,1047 7
1,landscape,NA,NA,contag,26.070239561710807,1047 8
1,landscape,NA,NA,ed,6208.955223880596,1047 8
1,landscape,NA,NA,shdi,1.1899493309469675,1047 8
1,landscape,NA,NA,contag,19.790477070908697,1047 9
1,landscape,NA,NA,ed,7177.419354838709,1047 9
1,landscape,NA,NA,shdi,1.3123285228966952,1047 9
1,landscape,NA,NA,contag,50,1047 10
1,landscape,NA,NA,ed,5000,1047 10
1,landscape,NA,NA,shdi,0.6931471805599453,1047 10
1,landscape,NA,NA,contag,42.22280573884601,1047 11
1,landscape,NA,NA,ed,4344.473007712083,1047 11
1,landscape,NA,NA,shdi,0.997929122148239,1047 11
1,landscape,NA,NA,contag,46.037813039379884,1047 12
1,landscape,NA,NA,ed,4347.826086956521,1047 12
1,landscape,NA,NA,shdi,0.8674533980187775,1047 12
1,landscape,NA,NA,contag,NA,1048 1
1,landscape,NA,NA,ed,NA,1048 1
1,landscape,NA,NA,shdi,NA,1048 1
1,landscape,NA,NA,contag,22.210000726819988,1048 2
1,landscape,NA,NA,ed,10074.999999999998,1048 2
1,landscape,NA,NA,shdi,1.3054670574696376,1048 2
1,landscape,NA,NA,contag,45.391088830067375,1048 3
1,landscape,NA,NA,ed,6764.705882352941,1048 3
1,landscape,NA,NA,shdi,0.9207790297224275,1048 3
1,landscape,NA,NA,contag,17.940805256124158,1048 4
1,landscape,NA,NA,ed,9050.000000000004,1048 4
1,landscape,NA,NA,shdi,1.4558293804441478,1048 4
1,landscape,NA,NA,contag,NA,1048 5
1,landscape,NA,NA,ed,NA,1048 5
1,landscape,NA,NA,shdi,NA,1048 5
1,landscape,NA,NA,contag,NA,1048 6
1,landscape,NA,NA,ed,NA,1048 6
1,landscape,NA,NA,shdi,NA,1048 6
1,landscape,NA,NA,contag,16.559876180343103,1048 7
1,landscape,NA,NA,ed,9453.551912568306,1048 7
1,landscape,NA,NA,shdi,1.4361972016915954,1048 7
1,landscape,NA,NA,contag,NA,1048 8
1,landscape,NA,NA,ed,NA,1048 8
1,landscape,NA,NA,shdi,NA,1048 8
1,landscape,NA,NA,contag,15.003831179030612,1048 9
1,landscape,NA,NA,ed,7772.9257641921395,1048 9
1,landscape,NA,NA,shdi,1.3273034886167627,1048 9
1,landscape,NA,NA,contag,79.89135285567812,1048 10
1,landscape,NA,NA,ed,1349.9999999999995,1048 10
1,landscape,NA,NA,shdi,0.36128303811301393,1048 10
1,landscape,NA,NA,contag,23.75550304228411,1048 11
1,landscape,NA,NA,ed,8444.444444444447,1048 11
1,landscape,NA,NA,shdi,1.286926274937947,1048 11
1,landscape,NA,NA,contag,NA,1048 12
1,landscape,NA,NA,ed,NA,1048 12
1,landscape,NA,NA,shdi,NA,1048 12
1,landscape,NA,NA,contag,NA,1049 1
1,landscape,NA,NA,ed,NA,1049 1
1,landscape,NA,NA,shdi,NA,1049 1
1,landscape,NA,NA,contag,39.64222525667228,1049 2
1,landscape,NA,NA,ed,7525.000000000001,1049 2
1,landscape,NA,NA,shdi,1.009344921727024,1049 2
1,landscape,NA,NA,contag,54.33115865736766,1049 3
1,landscape,NA,NA,ed,3144.4759206798867,1049 3
1,landscape,NA,NA,shdi,0.9957983831842571,1049 3
1,landscape,NA,NA,contag,NA,1049 4
1,landscape,NA,NA,ed,0,1049 4
1,landscape,NA,NA,shdi,0,1049 4
1,landscape,NA,NA,contag,46.26842947829157,1049 5
1,landscape,NA,NA,ed,3076.9230769230776,1049 5
1,landscape,NA,NA,shdi,0.989149309862704,1049 5
1,landscape,NA,NA,contag,29.489393235338547,1049 6
1,landscape,NA,NA,ed,7050.000000000003,1049 6
1,landscape,NA,NA,shdi,1.322128281269038,1049 6
1,landscape,NA,NA,contag,NA,1049 7
1,landscape,NA,NA,ed,NA,1049 7
1,landscape,NA,NA,shdi,NA,1049 7
1,landscape,NA,NA,contag,NA,1049 8
1,landscape,NA,NA,ed,0,1049 8
1,landscape,NA,NA,shdi,0,1049 8
1,landscape,NA,NA,contag,NA,1049 9
1,landscape,NA,NA,ed,NA,1049 9
1,landscape,NA,NA,shdi,NA,1049 9
1,landscape,NA,NA,contag,57.269260632483764,1049 10
1,landscape,NA,NA,ed,3474.999999999998,1049 10
1,landscape,NA,NA,shdi,0.7180524196525009,1049 10
1,landscape,NA,NA,contag,17.992689206852873,1049 11
1,landscape,NA,NA,ed,7650,1049 11
1,landscape,NA,NA,shdi,1.312065522530975,1049 11
1,landscape,NA,NA,contag,17.927605489698763,1049 12
1,landscape,NA,NA,ed,8450.000000000004,1049 12
1,landscape,NA,NA,shdi,1.518129502694595,1049 12
1,landscape,NA,NA,contag,18.263062768573278,1050 1
1,landscape,NA,NA,ed,7075.000000000001,1050 1
1,landscape,NA,NA,shdi,1.3041555435053853,1050 1
1,landscape,NA,NA,contag,86.8847420610826,1050 2
1,landscape,NA,NA,ed,699.9999999999999,1050 2
1,landscape,NA,NA,shdi,0.1649818518626453,1050 2
1,landscape,NA,NA,contag,44.586190501756604,1050 3
1,landscape,NA,NA,ed,4699.999999999999,1050 3
1,landscape,NA,NA,shdi,0.8768401069387725,1050 3
1,landscape,NA,NA,contag,18.4482510728884,1050 4
1,landscape,NA,NA,ed,9524.999999999998,1050 4
1,landscape,NA,NA,shdi,1.3986277932054192,1050 4
1,landscape,NA,NA,contag,82.02069348890234,1050 5
1,landscape,NA,NA,ed,875,1050 5
1,landscape,NA,NA,shdi,0.26841509797948826,1050 5
1,landscape,NA,NA,contag,28.850231309959828,1050 6
1,landscape,NA,NA,ed,8049.999999999995,1050 6
1,landscape,NA,NA,shdi,1.2543069451818816,1050 6
1,landscape,NA,NA,contag,23.66532748561503,1050 7
1,landscape,NA,NA,ed,6836.158192090398,1050 7
1,landscape,NA,NA,shdi,1.1620163261962422,1050 7
1,landscape,NA,NA,contag,NA,1050 8
1,landscape,NA,NA,ed,0,1050 8
1,landscape,NA,NA,shdi,0,1050 8
1,landscape,NA,NA,contag,25.14430609646736,1050 9
1,landscape,NA,NA,ed,9612.403100775195,1050 9
1,landscape,NA,NA,shdi,1.3184798520607375,1050 9
1,landscape,NA,NA,contag,14.006187126997027,1050 10
1,landscape,NA,NA,ed,9225,1050 10
1,landscape,NA,NA,shdi,1.2589829214164756,1050 10
1,landscape,NA,NA,contag,20.74585667116544,1050 11
1,landscape,NA,NA,ed,9100.000000000002,1050 11
1,landscape,NA,NA,shdi,1.3928727968180872,1050 11
1,landscape,NA,NA,contag,30.219177589727973,1050 12
1,landscape,NA,NA,ed,7474.999999999997,1050 12
1,landscape,NA,NA,shdi,1.2824102040089655,1050 12
1,landscape,NA,NA,contag,32.43739826732701,1051 1
1,landscape,NA,NA,ed,8624.999999999995,1051 1
1,landscape,NA,NA,shdi,1.130278278329078,1051 1
1,landscape,NA,NA,contag,68.81548415329706,1051 2
1,landscape,NA,NA,ed,2232.4159021406726,1051 2
1,landscape,NA,NA,shdi,0.5897511368664609,1051 2
1,landscape,NA,NA,contag,NA,1051 3
1,landscape,NA,NA,ed,0,1051 3
1,landscape,NA,NA,shdi,0,1051 3
1,landscape,NA,NA,contag,37.347082248540275,1051 4
1,landscape,NA,NA,ed,5275,1051 4
1,landscape,NA,NA,shdi,1.0020265570479943,1051 4
1,landscape,NA,NA,contag,39.53527028430034,1051 5
1,landscape,NA,NA,ed,4224.999999999999,1051 5
1,landscape,NA,NA,shdi,1.0621774425195991,1051 5
1,landscape,NA,NA,contag,12.173099689069788,1051 6
1,landscape,NA,NA,ed,11225.000000000002,1051 6
1,landscape,NA,NA,shdi,1.4742629011875474,1051 6
1,landscape,NA,NA,contag,26.04973833213622,1051 7
