title,area_max_building_height_m,area_avg_building_height_m,area_total_building_area_m2,max_tree_height,canopy_cover,area_max_tree_height,area_avg_tree_height,area_canopy_cover,area_tree_count,area_greenspace_m2,area_private_gardens_m2
1039 8,6.8,4.26,4665,0,0,24.61,8.57,3332.2,94,3166.81012728915,7889.73672101935
1039 9,8.7,4.06,4064,12.7,66.19,15.8,6.62,3643.8,91,0,7004.4463445034
104 1,9.9,5.07,11551,0,0,18.46,11.45,7062.1,115,8317.96958375076,0
104 10,8.5,5.19,6503,0,0,19.58,8.2,6326,160,3711.87751601916,8822.87163664024
104 11,9.9,5.07,18837,0,0,16.33,7.33,1731.7,66,381.989360684252,0
104 12,7,3.82,4669,14.12,77,19.19,10.36,10534.1,221,10271.3927917143,9963.57218536413
104 2,9.9,4.88,11502,16.66,196.75,18.28,10.09,9799.5,155,9102.45875587958,3663.75387484309
104 3,9.6,4.23,6165,0,0,17.65,10.18,9953.5,174,10783.6002142948,3945.97829259746
104 4,11.3,6.51,15153,27.43,39,31.45,11.16,4693.2,92,1777.76040713175,0
104 5,9.9,5.08,9194,0,0,24.56,9.75,4578.8,99,3845.96945293637,0
104 6,12,4.75,6633,16.1,255.25,24.61,12.08,4843.6,92,6446.03071228074,825.322462499753
104 7,11.5,6.38,14463,11.74,109.06,14.32,7.89,4683.9,95,327.115676273708,0
104 8,14.5,7.21,8129,17.71,372.56,25.1,12.03,7509.8,132,6321.06767206798,0
104 9,14.5,6.55,17416,0,0,27.43,11.34,3206.9,71,888.244878882018,0
1040 1,8.3,4.24,11388,12.31,66,15.01,5.54,2117.2,88,0,12499.4626508568
1040 10,8.5,4.43,5766,14.09,136.56,21.1,8.98,6437.8,145,1843.3174188335,12814.5520928939
1040 11,5.8,3.69,3185,4.79,52.06,15.26,9.55,5855,151,4365.29627493328,7230.74215361001
1040 12,8.1,4.63,8468,11.96,0.94,19.38,9.32,4627.6,120,2085.64271512693,5766.96965499137
1040 2,6,3.77,5083,15.26,400,15.26,9.96,6039.1,157,3499.89050500107,12093.9019202944
1040 3,6,3.56,5249,10.24,146.06,21.1,9.13,8203.5,200,3578.86666211975,15152.2926187417
1040 4,7.5,4.98,7264,8.61,43.69,18.27,6.1,1884.8,72,0,11451.9464899128
1040 5,7.5,3.95,9631,16.97,98.75,16.97,6.07,2380.3,80,0,16464.9404549464
1040 6,6,3.77,4774,13.87,244.75,15.48,10.12,9745.3,260,6318.16220427171,12397.7606218396
1040 7,6,3.88,5072,14.1,38.75,21.1,9.68,7846.8,185,3614.82781250446,14129.4669803836
1040 8,8.6,4.51,7775,16.24,163.31,20.55,7.61,3950.8,109,0,14760.7914061907
1040 9,11.7,4.22,9110,0,0,14.39,5.15,2257.3,106,0,11540.8805019307
1041 1,5.4,2.6,585,2.71,6.75,14.75,5.21,3396.4,115,0,15618.1517783826
1041 10,9.8,4.78,5694,13.66,123.81,18.26,7.84,3515.2,89,0,11585.9400019985
1041 11,6.9,4.85,5431,0,0,18.36,7.81,4066.1,106,0,12163.5362171458
1041 12,6.7,4.38,3688,9.18,13.19,22.84,8.17,4018.9,103,144.303057604702,9790.00810782864
1041 2,6.8,3.4,2068,0,0,18.26,6.09,2485.4,93,0,6960.32713494633
1041 3,6.5,4.38,3356,0,0,22.84,9.51,4793.4,109,70.8154052259051,7943.97884634631
1041 4,2.6,2.16,1254,0,0,21.45,9.32,2802.4,80,0,7074.57241895809
1041 5,6.2,4.2,1479,0,0,22.84,10.34,5809.1,120,107.01418664871,6822.39989548923
1041 6,7.6,4.14,4074,10.58,3.94,14.75,6.34,4437.6,133,0,15096.3331624044
1041 7,6.7,4.08,5817,12.42,170.06,16.89,7.93,4491.1,122,1047.68892787345,6644.66504135219
1041 8,3.4,2.7,301,0,0,16.31,7.17,2201.7,80,421.075711403799,8335.88936215769
1041 9,8.1,4.58,2981,9.18,71.75,12.86,6.1,3030.2,97,0,13965.3000999708
1046 1,6.5,3.87,7646,10.18,25.19,14.89,5.28,1779.7,89,0,18766.8480001938
1046 10,5.8,3.06,5118,24.28,136.06,26.01,8.36,5075.2,148,5675.95263416006,12885.5143419989
1046 11,6.3,3.61,9813,5.43,10.44,14.92,6.03,1961.7,104,0,22393.2844095525
1046 12,6.5,3.51,8809,7.85,34.44,21.16,6.3,3125.5,115,2024.06267349329,22202.6421138142
1046 2,7,3.06,7309,7.74,67.25,22.41,6.45,4768.9,132,852.402049923141,19005.5810674086
1046 3,7,2.91,9094,10.83,168.5,11.5,4.93,1550.8,86,0,23673.2828066708
1046 4,10.4,3.88,7024,14.23,85.94,21.2,8.37,4377.5,170,0,17800.0986688549
1046 5,7.8,3.51,8155,21.16,216.56,21.16,7.44,5075.9,136,3764.50201199955,19018.0541951998
1046 6,6.8,3.27,9119,7.92,50.44,15.69,4.87,1675.3,124,0,23269.1063539582
1046 7,6.8,3.73,8530,11.87,119.88,15.69,5.53,2243,124,0,22881.8007886833
1046 8,6.8,3.03,8648,11.08,22.94,15.69,4.84,1565.6,110,0,24516.0318919795
1046 9,7.8,3.79,8450,13.55,125.75,21.16,6.99,3299.7,99,1737.00800451596,20756.9797483104
1047 1,1.4,1.07,30,0,0,13.57,7.52,3324.1,74,2962.35812028311,233.379423380422
1047 10,7.9,4.06,1518,9,12.75,16.23,8.14,6294.1,117,4877.8478794538,3229.48928290038
1047 11,10.4,3.64,9002,12.24,95.88,16.7,6.99,2865.9,121,0,23858.659995151
1047 12,4.9,2.2,1991,5.89,87.88,12.83,6.76,3990.2,81,2198.1561586477,3583.82069379477
1047 2,4.9,2.63,1474,8.07,119,18.49,8.32,6358.5,133,2136.65297730509,3687.94125292949
1047 3,3.7,2.04,933,0,0,12.83,6.69,3216.6,71,2355.4582931836,1805.79485822619
1047 4,5.3,2.67,3338,0,0,17.91,7.46,2571.3,74,1382.52230938151,8378.52356456615
1047 5,5.8,3.92,8360,11.97,119.31,16.7,6.3,2630.8,129,0,26686.4794480944
1047 6,3.7,1.89,211,0,0,20.31,9.06,4129.5,88,1685.9448939273,441.53193439699
1047 7,5.8,3.54,9599,12.81,51.12,12.81,5.75,1407.7,92,0,22265.0883774288
1047 8,7.7,2.31,7684,7.38,115,18.34,7.4,3507.2,118,250.899105939898,16125.5296305937
1048 10,5.7,3.4,185,6.08,38.19,21.59,8.88,11248.2,266,6731.10413561374,858.983523989478
1048 12,5,2.61,1789,0,0,20.31,8.94,7262.7,138,2130.43801357176,4286.48193161795
1048 6,6.8,3.09,1906,0,0,21.34,7.9,3568.1,73,0,6463.86895850788
1048 8,1.6,1.6,4,9.08,0.38,20.31,7.41,3896,86,598.573849774708,59.0598993982712
1048 9,6.2,3.66,2053,10.93,369.06,21.9,9.52,10662.4,175,3709.60517778923,6890.52708757263
105 1,8.3,4.82,9344,12.86,12,13.84,7.42,2870.8,66,4528.15040317431,0
105 10,9.2,6.44,6860,15.57,323.06,30.79,7.81,11155.1,216,15197.1640130911,0
105 11,6.8,3.41,8755,6.6,77.5,18.49,7.89,6810.8,140,2636.01802582125,686.881286032011
105 12,7.1,4.49,5083,8.79,82.38,19.3,7.66,7359.7,150,6424.93229902322,12420.3862179421
105 2,20,5.81,12503,5.02,14.25,19.62,7.35,3086.7,78,23.9698697274434,0
105 3,12.4,5.29,12183,0,0,18.84,8.09,1661,48,0,0
105 4,8.2,4.15,7503,0,0,12.76,5.07,1764.3,75,0,0
105 5,12.4,4.61,7585,11.71,77.31,19.3,7.26,2887.3,86,36.0112923505367,5474.25690840082
105 6,9.2,6.68,3592,12.75,266.44,32.46,7.86,7845.3,158,10179.572690774,295.235551793477
105 7,7.9,6.14,6637,16.51,377.31,30.79,9.67,8591.7,166,7904.32244744233,0
105 8,6.2,5.05,2044,0,0,17.39,6.71,3454.9,82,3331.65429366834,5402.60751584766
105 9,8.2,5.23,1802,0,0,32.46,7.28,3129,85,4564.79839757337,4274.04860896426
1050 10,6,4.03,210,16.86,345.19,33.5,14.02,22766.8,422,19802.0485637239,820.053973903094
1050 2,12.8,3.83,217,9.35,7.5,22.82,11.71,11098.2,239,5091.56239983119,0
1050 3,6.4,4.84,741,20.32,100,27.75,14.53,18638.1,254,11423.3628625894,1985.13768644954
1050 4,11,3.63,1047,18.51,400,33.5,13.43,17401.1,313,13882.189551964,2994.27335137146
1050 5,6,3.45,556,2.56,11.06,25.74,11.68,14756.8,300,9435.23215647589,1480.61691542072
1050 7,4.5,2.48,617,16.93,201.12,24.34,11.58,15179.2,314,12206.7581717681,2562.366032502
1050 8,2.6,1.83,69,0,0,28.14,17.19,19544.6,373,11472.2145291843,0
1050 9,30.9,4.38,3135,21.24,221.5,26.12,13.1,10659.7,214,2957.51116262237,6133.66903045371
1051 1,30.6,5.62,1744,20.98,400,28.71,14.54,14491.4,230,1053.21989234549,3688.17390270027
1051 10,4.5,2.48,617,15.07,154.12,19.15,11.65,11660.4,232,5022.76524851884,2562.366032502
1051 11,30.6,5.29,3065,3.13,6.88,28.71,13.92,13380.6,244,3078.18007679909,7758.87571723846
1051 12,30.9,6.33,1304,15.17,116,21.24,12.06,10487,191,2072.05426723664,1332.32199982119
1051 2,7.2,4.38,6895,8.6,92.31,16.63,6.79,4387.4,127,0,18366.0211828466
1051 4,2.9,2.2,127,14.16,181.62,25.22,12.02,5853.1,105,218.879098007164,501.871369412947
1051 6,30.5,5.18,3617,22.29,400,25.9,15.3,19206.1,303,11703.4815494791,6937.14882779047
1051 7,30.7,5.24,4276,23.74,270.62,28.71,11.03,6198,144,0,9834.60169310628
1051 8,6.6,5.92,457,21.66,400,25.42,16.25,19551.6,289,12169.3827043607,1202.11073888055
1052 1,5.7,3.43,560,0,0,28.61,16.8,12611.8,199,9632.65821915545,1531.51665481039
1052 10,7.2,5.03,4692,18.73,252.44,22.72,12.95,15491.6,284,11513.8624925499,11656.0620850695
1052 11,15.4,15.4,10,12.01,54.81,24.3,16.18,13752.6,213,9735.90141762896,0
1052 3,5.7,5.57,69,0,0,22.72,14.86,15620.7,277,12694.2512455746,311.185668993508
1052 4,6.4,4.87,185,27.16,385.31,30.82,18.45,32830.9,470,26154.3739421155,555.178278156469
1052 5,15.4,11.75,15,26.61,383.56,26.61,15.96,26215.2,405,21048.6448147537,84.5625148939725
1052 6,7.3,4,2588,29.86,400,30.82,16.88,25550.1,407,20471.8232039561,7278.92179395363
106 1,6.2,5.15,546,0,0,17.39,8.47,3911.2,66,3907.23014857387,1630.10628575257
106 10,7.1,4.37,4801,12.06,55.06,19.3,7.88,7749.7,149,6461.24998917729,11826.8944942128
106 11,7.4,4.28,5415,19.3,293.06,19.3,7.59,5910.4,138,2846.07238965365,12142.3896525391
106 12,7.9,4.81,7956,20.75,167.19,27.82,7.53,7468.5,222,0,23373.4648115962
106 2,6.8,3.74,2225,14.47,40.38,17.92,8.82,7815,121,6331.47658805666,6967.38855658096
106 3,8.5,4.15,1917,0,0,17.92,7.41,3553.8,87,880.742773629725,5014.32394976343
106 4,8.4,4.21,7316,0,0,19.68,6.21,3880.5,125,0,15147.3170360914
106 5,9.2,5.23,8026,17.18,257.38,28.84,7.04,8551,219,0,22581.0788700253
106 6,6.7,3.98,7374,15.53,303.12,20.03,6.48,4719.6,163,0,17759.9601070241
106 7,12.5,4.86,9651,12.6,154.31,22.54,7.32,4709.6,129,0,13894.3354969216
106 8,7.6,5.46,14352,2.36,10.38,18.84,10.11,2705.2,45,0,1765.65367007081
106 9,8.9,4.87,6817,12.09,130.25,17.92,7.21,6001.4,150,913.856573811248,14606.7242457687
1068 5,2.6,2.6,10,0,0,16.45,7.53,1495.2,40,0,0
1069 1,7,4.88,1523,0,0,11.98,7.12,723,23,58.0337692383473,4007.71846421849
1069 10,6.1,4.03,3239,0,0,17.08,6.35,1962.9,65,0,7867.5041856122
1069 12,6.7,3.9,2344,6.36,42.81,25.23,10.02,1435.8,35,0,1496.83507853572
1069 2,4.8,3.3,1790,0,0,9.65,5.38,981,28,0,0
1069 3,7.5,4.19,3382,25.23,140.06,25.23,8.56,2538,68,416.610374999233,2983.31551043142
1069 4,4.7,2.81,487,0,0,13.14,8.51,1529.3,28,0,361.077305898012
1069 5,7.5,4.77,6810,2.64,2.44,16.43,6.52,3712.8,101,0,4671.17354893119
1069 6,2.6,2.6,10,0,0,24.67,8.69,2839.7,61,0,0
1069 8,4.8,4.8,248,17.44,53.88,24.67,8.21,4578.2,104,0,0
107 1,9.4,4.39,2612,20.24,38,28.36,15.58,17819.9,219,8341.35731102295,12575.3931414527
107 10,8.2,4.4,6625,21.08,208.94,23.18,11,9821.3,164,1377.30827450115,14332.7749378119
107 11,7.9,4.38,6177,15.96,40.31,28.2,9.48,11520.1,223,0,20987.9990875996
107 12,9.4,4.84,1638,25.16,400,30.66,18.21,22711.4,237,13995.4125322183,9236.27092327736
107 2,8.1,3.93,4825,16.75,18.88,23.18,13.1,12550,171,2404.21340466611,13462.9792948031
107 3,21.9,4.83,8057,20.82,300.31,25.89,8.15,8075.7,187,0,21891.7107064412
107 4,8.9,4.83,2990,19.01,48.06,23.56,13.59,15317.9,208,4387.37314661678,12012.7760420135
107 5,21.9,5,7523,27.82,262.31,27.82,9.38,9624.3,220,0,21459.0185715888
107 6,8.9,4.13,6150,17.05,162,23.18,11.16,10065.1,158,2659.64262775442,11870.1741194898
107 7,9.7,4.56,7161,22.35,323.88,27.58,12.71,15355.8,219,3313.01860753129,24142.741485964
107 8,7.9,4.46,9196,9.93,83.25,20.04,5.56,4059.1,154,0,20967.7536245087
107 9,9.7,4.22,5644,19.3,181.62,24.18,13.28,14927.6,203,2454.97473502901,21867.250106572
1070 1,7.2,5.05,10879,13.52,46.56,18.2,9.28,8979.8,162,5972.48821449914,3055.98811009714
1070 10,6.5,4.02,7703,14.19,168.69,17.3,6.48,4229.1,137,0,16675.0485073435
1070 11,11.3,4.93,8175,18.33,368.25,19.12,9.41,7798.8,172,3177.73128941446,6971.8243686336
1070 12,15.2,4.67,11008,16.06,71,16.06,8.11,3984.6,103,0,9683.19369125408
1070 2,6.7,4.12,6929,21.14,365.25,21.29,7.39,7137.3,150,4620.0662826036,19144.4088502182
1070 3,8.5,4.61,6134,16.13,55,19.12,9.15,7880.5,173,2499.14302238275,7547.02557251126
1070 4,6.2,4.08,7147,9.03,57.5,13.41,6.13,2746.3,101,0,18115.9721361285
1070 5,12.7,5.2,8854,0,0,12.57,7.99,2398.3,45,0,695.986421001016
1070 6,8.1,5.95,3919,0,0,11.17,5.9,1792.6,48,0,715.081871363625
1070 7,11.9,4.58,8595,16.44,184.88,16.81,8.98,5736.9,131,0,10580.6757662206
1070 8,6.6,4.32,6145,12.55,205.88,21.29,7.36,8148.4,170,4333.37607768562,15299.2889311024
1070 9,6.8,5.24,10159,0,0,16.06,8.95,3714.2,73,0,1988.45651924561
1071 1,11.9,4.3,7404,11.5,233.94,16.76,7.67,5475.3,115,0,16318.2071345649
1071 10,6.8,4.12,8418,12.41,73.75,20.72,6.98,2151.3,82,0,19528.6389815475
1071 11,11.9,4.21,7391,11.95,17.94,20.72,8.61,5213.5,109,0,16931.050814337
1071 12,8.3,4.25,8965,0,0,12.41,4.49,1159.1,63,0,20535.0483296214
1071 2,6,4.21,6439,18.55,247.31,20.72,9.8,6835.9,141,0,14466.7749331079
1071 3,6.8,4.34,6627,8.95,55.38,18.55,8.4,5064.6,129,0,18483.9059445676
1071 4,8.6,4.33,3386,0,0,17.81,8.05,2897.2,90,1836.61003400135,7848.24970215381
1071 5,6.8,4.58,1200,12.8,124.38,22.27,11.32,8315.1,121,0,2346.24259390791
1071 6,6.1,4.35,3759,13.51,172.31,22.27,9.52,9181,161,0,8173.60134397323
1071 7,7.5,4.77,10832,9.14,30.69,12.61,4.48,1066.4,64,0,15423.8417998116
1071 8,6.4,4.02,8980,11.02,50.62,17.41,5.29,2364.9,92,0,23238.5669363775
1071 9,6.6,4.08,5967,0,0,9.8,4.39,1023.8,67,0,16061.0898042759
1072 1,6.4,4.01,9073,6.55,138.81,14.83,4.65,2582.9,124,0,21702.0504820842
1072 10,7.1,3.94,5789,5.59,17.25,15.03,5.53,2951.9,111,160.331530780866,12602.3594381684
1072 11,6.8,4.47,2343,9.7,224.81,23.88,8.94,5683.5,117,0,5091.27584089869
1072 12,5.6,3.61,3148,0,0,17.81,7.77,2936.3,100,1836.61003400135,8000.0921126795
1072 2,6.8,4.13,2299,0,0,23.88,10.23,5113.2,90,0,4263.2872075311
1072 3,7.1,3.9,8006,9.74,29.38,15.03,6.39,3209.6,105,392.182174160378,8947.31521610189
1072 4,7,4.02,5748,0,0,12.42,4.98,1035.6,69,1.64418313035276,15416.2033771283
1072 5,6.1,3.6,7785,8.94,77.44,12.09,4.7,1815,83,0,17744.3875238983
1072 6,6.8,4.04,4107,0,0,17.67,8.98,6064.4,146,621.580109022267,6402.56297212437
1072 7,6.2,3.58,9381,3.89,14.69,12.84,4.56,1402.1,80,0,22695.7393065387
1072 8,6.6,3.68,7617,0,0,13.27,5.39,1266,61,140.417036718398,6801.9914622613
1072 9,6.2,3.7,8930,6.87,58.19,9.93,4.05,1217.8,86,0,21735.1400669828
1073 1,6.7,3.85,7261,8.68,104.38,20.42,6.72,2472.7,119,440.015445316589,19597.1129390897
1073 10,6.5,4.1,8259,13.33,97.31,13.53,5.26,2294.4,123,0,20477.7390704425
1073 11,10.7,4.05,7490,15.97,90.44,17.47,6.3,2842.7,115,631.705281696864,20529.1363060391
1073 12,6.6,4.12,8576,8.48,90.5,14.08,5.18,2525.4,122,0,22122.9260166862
1073 2,8.4,3.98,4925,17.09,9.56,26.59,11.06,8226.6,152,4122.47227065611,8908.48051481637
1073 3,10.7,4.04,6923,12.76,79.25,26.59,8.31,4686.4,142,1331.43881832081,18912.0725414231
1073 4,11.6,4.24,5341,16.18,136.69,26.59,12.58,8525.9,142,2865.08666968667,8994.43370254424
1073 5,8.7,3.83,7517,17.69,238,21.91,7.36,5812.6,185,1782.64104730578,20723.0530982393
1073 6,9.5,3.93,2036,13.82,89.38,23.72,9.77,8937.8,216,8226.79129182584,6327.02532303297
1073 7,8.4,4.45,4850,13.49,175.88,23.16,11.36,5950.8,115,3536.3972977496,4039.80545281671
1073 8,11.6,4.4,2877,15,71,20.53,10.6,8043.7,176,5849.97695144367,6869.39972566869
1073 9,9.5,3.98,6820,14.89,88.94,23.72,8.6,5417.7,182,2953.3092514236,17012.4167639329
108 11,9.1,9.1,186,19.2,56.75,27.21,15.04,12326.4,157,9553.43953725596,1058.02039292548
108 5,17.8,7.37,2304,19.26,381.81,27.21,15.58,19509.3,226,8747.25974030967,10234.7969043558
1083 1,7.1,4.52,5098,17.84,107.06,20,9.36,5281.9,138,2030.15096366503,15674.2537671004
1083 10,6.6,4.79,5462,14.74,189.19,20.74,8.09,7019.9,155,6636.10869749922,17895.7033674689
1083 11,6.8,4.11,7077,0,0,16.48,6.57,2226.7,79,0,10541.5498025282
1083 12,6.4,4.47,6179,13.11,57.25,15.89,7.46,6778.4,150,0,16532.1275556995
1083 2,31,4.79,6602,5.54,30.69,23.63,6.88,2711.3,107,0,18044.4993111959
1083 3,6.8,4.1,7186,15.52,198.12,18.6,7.54,4707,121,0,21570.5147300189
1083 4,7.4,4.09,6606,10.85,103.94,24.73,7.07,6692.4,162,0,19679.0524359105
1083 5,6.8,3.99,5325,12.14,229.69,15.74,7.92,5313.8,134,0,11182.6813835357
1083 6,6.8,4.56,1358,0,0,28.77,13.81,14384.3,222,11282.6810026524,4765.28948995578
1083 7,6.2,4.53,5904,12.72,72.25,19.27,8.28,7558.3,166,2291.45616756578,13512.5693636833
1083 8,6.6,4.49,8082,6.48,22.62,17.84,6.09,2744.9,99,0,22846.5727336606
1083 9,32.4,4.75,6960,8.27,64.69,23.63,7.28,4034.6,129,0,17335.4728347476
1084 1,6.6,3.8,7549,14.34,179.44,18.6,7.59,4151.9,101,0,16716.0339012701
1084 10,6.2,4.44,3955,15.34,264.56,24.39,10.63,9918.1,183,3930.94234401405,7331.50618327984
1084 11,6.6,4.05,6327,8.720000000000002,73.25,20.4,7.69,5115.5,126,0,19503.738762148
1084 12,10.4,5.2,8918,11.47,22.56,16.08,8.06,5163.3,107,11.0969299650751,8446.31796929747
1084 2,8,4.04,7948,13,106.12,26.18,7.11,4177.7,119,0,14967.4903906177
1084 3,8.9,4.38,5605,15.02,127.56,20.4,10.52,9000.9,167,4453.94588899982,10602.8383382493
1084 4,8.9,4.73,7733,10.3,86.56,18.59,8.13,5384.7,147,0,16511.4178552228
1084 5,8,3.95,6831,3.7,3.94,26.18,7.21,4961.7,140,0,14169.1264931959
1084 6,8.9,5.45,8216,12.86,231.12,31.61,13.5,8471.2,154,5881.48743034518,13344.2473652222
1084 7,10.4,4.48,7376,4.17,15.88,19.95,8.8,6259,149,0,16222.2644389082
1084 8,10.4,4.16,7417,15.26,199.94,26.18,8.34,5982.1,133,0,13878.4318095537
1084 9,8.9,4.4,4603,27.93,359.69,31.61,15.95,15220.2,247,11194.9757895265,13155.5566546866
109 1,3.2,3.2,6,19.85,252.44,32.95,18.4,20282.5,242,13800.8498564811,0
109 10,4,3.37,366,23.77,300.88,32.95,17.71,17835,230,16738.7188752778,51.6407180880778
109 11,9.9,5.54,2257,15.97,298.75,29.16,15.19,14627.4,240,14514.8196141227,4788.3326549028
109 12,3.1,3.1,46,6.87,0,23.49,10.96,6872.8,112,4959.05476935866,0
109 2,6.1,4.32,1377,19.13,318.81,28.84,13.21,17562.8,240,13419.8546877459,4474.34960017663
109 4,20.3,4.61,2432,27.61,327.81,29.16,16.94,20154.1,237,17719.049574945,1761.7492674334
109 5,9.6,4.69,2819,0,0,27.62,14.66,10729.2,130,8545.02497127685,1134.70459966076
109 9,3.2,3.2,24,17.15,33.69,32.95,18.67,16484.4,205,10139.7581458423,0
110 1,6.7,3.99,4454,15.92,330.12,27.61,13.41,10390.5,140,6364.24740562429,10828.4524537038
110 10,8.1,4.4,9172,10.23,72.75,15.6,5.69,3776.1,154,0,19108.052021818
110 11,8.1,4.62,8347,9.33,8.06,16.3,6.84,3489.5,98,433.352971948683,15472.3101808537
110 12,9.4,4.8,4799,5.29,113.88,29.16,11.89,9295.1,162,2442.13127068302,9598.97747087858
110 2,7.5,4.09,7927,14.3,325.69,18.27,9.7,4936.3,89,0,11161.2892570908
110 3,8.5,4.7,5342,26.81,330.44,27.61,13.94,9747.9,138,3487.32505451349,10959.7213793884
110 4,8.5,4.17,7201,13.79,19.81,19.13,8.69,4878.4,95,1827.32224045474,13755.6357953923
110 5,8,4.5,7079,0,0,16.68,7.61,3992.3,95,0,10298.070934994
110 6,8.7,4.51,9958,6.29,34.06,17.86,7.78,2410.5,73,0,19534.156477992
110 7,8.1,4.39,4825,16.68,333.94,17.75,8.41,6594.5,104,4360.09561250611,11669.6125427089
110 8,8.1,4.63,8931,0,0,14.74,5.58,2506.4,66,0,11793.3984220886
110 9,7.5,3.76,8948,10.9,80.56,18.05,9.28,4611.4,91,0,4390.79305982636
1102 10,2.3,1.77,303,4.13,26.88,17.44,5.79,5029.3,172,0,364.619606499269
1102 11,5.8,3.79,3559,0,0,13.19,5.56,1263.2,53,0,8716.94817105311
1102 2,5.7,4.24,2979,12.4,200.38,13.34,6.45,5987.1,217,1744.54548988678,8928.97687689592
1102 3,2.3,1.77,141,0,0,11.76,5.44,3819.5,115,60.1679099613975,132.192577877664
1102 7,2.3,2.3,16,0,0,10.12,3.85,2013.9,132,0,0
1102 8,8,3.75,3432,0,0,11.9,5.6,1926.1,63,0,10540.2535091179
1103 1,6.1,3.72,207,5.67,18.75,22.27,8.22,3166.7,58,0,0
1103 10,2.1,1.9,45,0,0,14.99,7.24,8892.7,198,2107.79442735796,0
1103 12,5.2,2.83,10,0,0,12.45,6.58,4770.5,131,0,777.639301132906
1103 2,5.1,4.74,523,4.69,5.94,13.79,5.65,4199.4,148,0,1363.71436623357
1103 4,4.1,2.51,2832,7.8,75.88,13.66,6.74,10383.1,228,3629.5385149291,0
1103 6,5.3,4.22,1540,7.58,74.44,13.79,6.63,7597.1,219,0,3713.21731435179
1104 1,5.8,3.05,4752,12.25,167.88,18.81,8.57,8612.4,199,1416.32090328944,910.620823431025
1104 10,11,5.09,8014,0,0,11.12,6.1,795.7,55,1843.57514477923,0
1104 11,4.1,1.98,4437,6.47,164.69,14.99,7.52,11897.5,247,3251.48101056943,0
1104 12,11,4.22,1926,0,0,11.53,5.98,1412.1,78,614.435734199651,16.403506159666
1104 2,6.4,3.81,6946,19.1,284.12,21.54,9.94,7523.5,180,4996.6620406642,15372.407963451
1104 3,6.1,3.56,2490,14.39,204.69,19.88,9.87,10892.2,211,0,3612.98344908456
1104 4,3.4,2.83,264,0,0,19.88,8.69,5848.1,131,0,0
1104 5,6.4,3.85,3293,8.17,46.94,19.88,8.19,3832.9,92,0,5035.79860849199
1104 6,3.4,2.59,915,0,0,15.29,5.9,1829.8,59,0,353.565541161457
1104 7,16.9,4.88,2783,2.41,4.62,12.4,5.65,937.8,48,0,0
1104 8,8.8,3.87,4245,0,0,16.27,6.19,3402.9,104,0,5915.17936974383
1104 9,6.4,3.9,4427,13.06,208.94,17.67,9.06,5793.6,138,811.752516189939,10127.032209917
111 1,8.4,5.37,5541,3.18,21.5,17.61,7.91,3114,66,0,1845.44780696086
111 10,10.8,5.59,10064,16.87,146.12,25.71,10.8,3990.1,71,0,10128.8680786183
111 11,8,5.11,7269,6.59,27.88,26.42,8.51,4343.2,101,0,8974.80354010211
111 12,8,5.59,8614,0,0,26.42,10.76,4046.1,74,0,7481.23632656277
111 2,8.3,6.1,11762,0,0,15.97,6.83,1749.7,46,0,1794.77905517258
111 3,8.8,4.25,8504,0,0,18.53,8.62,1582,49,36.172500256187,21082.070245158
111 4,8.8,4.75,15346,0,0,23.14,10.8,483.8,17,0,2248.7001742116
111 5,9,5.73,5327,14.97,54.81,24.77,11.62,8090,125,1590.85623913468,11336.2953353656
111 6,8.4,5.01,11439,0,0,8.73,5.96,264,16,0,3610.31896156846
111 7,8.5,4.85,5854,15.01,72.44,24.77,10.94,5953,99,2096.62626662361,13865.5435342677
111 8,9,4.96,5035,11.66,117.5,24.77,9.83,7303,127,1955.09956236888,11053.0819417105
111 9,8.9,4.62,7754,0,0,17.66,7.25,4133.1,109,0,10593.3488184407
112 1,8.5,4.41,8035,10.57,383.31,14.38,6.99,6413.5,122,5152.8700854911,2995.55169070289
112 10,10.2,5.23,7876,12.06,43.19,16.78,7.39,3450.7,78,1209.46144619942,3738.71440206455
112 11,9.5,5.58,8991,4.42,4.25,27.74,9.48,4110,73,0,6330.55071332925
112 12,11.6,4.33,14048,5.49,15.94,14.71,7.41,2533.3,69,904.447656762728,4383.16950465084
112 2,11.6,4.68,3715,0,0,19.66,10.95,5321.8,99,0,5619.78828534504
112 3,8.6,5.48,4830,7.89,65.06,19.66,10.91,3652.6,56,0,6587.5347770446
112 4,16.8,5.17,11726,13.03,143,20.14,8.32,2418.6,65,0,9654.86098232567
112 5,8.6,5.14,8581,18.14,87.62,20.24,10.99,4215.8,67,0,9830.74409705355
112 6,9.2,5.73,7744,23.01,7.31,27.74,9.66,5407.9,98,0,7429.24989293007
112 7,11,6.03,7479,15.35,39.56,27.74,10.32,4132.8,71,0,8935.95177856169
112 8,11.6,5.32,8718,14.94,278.94,18.73,10.41,5906.3,114,0,5009.3777780548
112 9,27.9,5.41,9568,7.06,4.19,18.5,9.81,3684.6,78,3128.06791810199,6210.70136502295
113 1,7,4.34,8053,6.22,11.38,16.06,6.62,2992.4,81,0,19184.0960963105
113 10,7.8,4.36,8831,8.17,111.5,16.13,8.47,2709.7,62,0,14401.4991708425
113 11,8.4,4.34,7505,12.97,114.69,25.69,8.84,3653,70,399.055128567968,24024.1402622664
